brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
353,"Carlton & United Breweries, Ltd.",1179163057,3.5,3.0,3.5,pdonoho,American Adjunct Lager,2.5,3.0,Victoria Bitter (VB),4.6,1541
203,Greene King / Morland Brewery,1219975151,3.5,2.5,4.0,Backer2004,English Pale Ale,3.5,3.5,Hen's Tooth,6.5,878
72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1274403141,4.0,4.5,3.0,Kromes,Weizenbock,4.0,4.0,Schneider-Brooklyner Hopfen-Weisse,8.2,37774
583,Saint Louis Brewery / Schlafly Tap Room,1065206027,4.0,3.5,4.0,Realale,Märzen / Oktoberfest,4.0,3.0,Schlafly Oktoberfest,5.1,6746
695,Manayunk Brewery and Restaurant,1046160290,4.0,4.0,4.0,WilliamPhilaPa,Keller Bier / Zwickel Bier,4.0,4.0,Kellerbier,,3147
132,Rogue Ales,1195942996,3.0,3.5,4.0,shirfan,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
113,Samuel Smith Old Brewery (Tadcaster),1067025280,4.5,4.0,4.0,TAMU99,Oatmeal Stout,4.0,4.5,Samuel Smith's Oatmeal Stout,5.0,571
1199,Founders Brewing Company,1266825063,3.5,4.0,4.0,chefmikeanderson,Wheatwine,4.0,4.0,Founders Nemesis 2009,12.0,55900
11412,Bedondaine & Bedons Ronds,1187994188,4.0,3.5,4.0,northyorksammy,American Brown Ale,3.5,3.5,Noix De Marmotte,6.0,38370
23980,Yuengling Brewery ,1229774629,3.5,4.0,3.5,nsmartell,American Amber / Red Lager,4.0,3.5,Yuengling Traditional Lager,4.4,1351
2725,Kraftbräu Brewery,1095182110,4.0,3.5,4.0,redmosquito,American Amber / Red Ale,4.0,4.0,Kraftbräu Rock Harbor Red Ale,6.5,6454
10485,East End Brewing Company,1177899672,4.0,3.5,4.0,akorsak,American IPA,4.0,4.0,Big Hop IPA,5.8,20952
3818,Southern Tier Brewing Company,1303878687,4.0,4.5,4.0,OddNotion,American Double / Imperial IPA,4.5,4.0,2XIPA,8.2,57908
10099,Dogfish Head Brewery,1217473040,4.0,5.0,5.0,BamaBeerBuff,American Brown Ale,5.0,4.5,Palo Santo Marron,12.0,33832
4,Allagash Brewing Company,1155833608,2.0,4.0,4.0,DaPeculierDane,Tripel,2.5,2.0,Allagash Curieux (Bourbon Barrel-Aged Tripel),11.0,16909
63,Deschutes Brewery,1324248193,4.5,4.5,4.5,Mahlik,American Porter,5.0,4.5,Black Butte Porter,5.2,198
886,Gubernija Brewery,1107218176,4.0,3.5,4.0,plaztikjezuz,Hefeweizen,3.0,3.0,Kvietinis Natural Wheat Beer (Weissbier),4.5,5053
18006,Half Acre Beer Company,1274483109,4.5,4.5,5.0,thetomG,American Double / Imperial IPA,4.0,4.0,Double Daisy Cutter,8.5,58467
4686,Hofbräuhaus München,1251517879,4.5,3.0,4.0,crossovert,Hefeweizen,3.5,4.0,Hofbräu Münchner Weisse,5.1,3836
610,Bear Republic Brewing Co.,1080693437,4.0,4.5,4.0,altctrlsdelete,American Amber / Red Ale,3.5,4.0,Red Rocket Ale,6.8,1655
9343,Beer Works,1084752596,4.0,4.0,4.0,UncleJimbo,American Stout,4.0,4.0,Vanilla Bean Stout,,17076
39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1139359725,4.5,4.0,4.0,DeaconBluez,Doppelbock,4.5,4.0,Ayinger Celebrator Doppelbock,6.7,131
207,Brasserie de Rochefort,1258689046,4.5,4.0,4.5,JBushEsq,Belgian Strong Dark Ale,3.5,4.5,Trappistes Rochefort 6,7.5,3842
142,Spaten-Franziskaner-Bräu,1187855362,3.5,3.5,3.5,hogansbrew,Märzen / Oktoberfest,3.5,3.0,Spaten Oktoberfestbier Ur-Märzen,5.9,582
147,Stone Brewing Co.,1206665834,4.5,4.0,4.0,brandoneast,American IPA,3.5,4.0,Stone IPA (India Pale Ale),6.9,88
28,Anchor Brewing Company,1171777507,3.0,3.5,4.0,MrHungryMonkey,English Barleywine,3.5,3.5,Anchor Old Foghorn,8.2,1445
29,Anheuser-Busch,1135564789,2.5,2.0,3.0,DERTY1,Märzen / Oktoberfest,3.5,2.0,Michelob Marzen,5.1,2209
590,New Glarus Brewing Company,1252119071,4.0,3.0,4.0,beerwolf77,Cream Ale,4.0,3.0,Spotted Cow,4.8,1963
71,Fuller Smith & Turner PLC,1303608219,4.5,4.0,4.5,DoktorZee,English Porter,4.5,4.5,Fuller's London Porter,5.4,221
1471,Dark Horse Brewing Company,1310877781,4.0,4.5,4.0,NittanyBeerFan,American Stout,4.0,3.5,Raspberry Black Ice,9.4,71118
9897,Jolly Pumpkin Artisan Ales,1296277696,4.0,4.0,4.5,aasher,American Wild Ale,5.0,4.5,Bambic,5.3,65586
45,Brooklyn Brewery,1239746577,4.0,4.0,4.0,patmcd,Belgian Strong Dark Ale,3.5,4.5,Brooklyn Local 2,9.0,47678
29,Anheuser-Busch,1066220844,2.0,1.0,2.0,32hoss32,Light Lager,2.0,1.5,Michelob Ultra,4.2,3734
141,Smuttynose Brewing Company,1259360029,4.5,4.5,4.5,JayNH,Doppelbock,4.5,4.5,Smuttynose S'muttonator (Big Beer Series),8.5,21296
2210,Firestone Walker Brewing Co.,1303272628,3.5,4.0,3.0,litheum94,American Pale Ale (APA),3.5,3.5,Pale 31,4.8,5643
29,Anheuser-Busch,1264213930,4.5,2.5,2.0,jrallen34,Herbed / Spiced Beer,1.5,3.0,Bud Light Golden Wheat,4.1,51464
183,Brouwerij Sterkens N.V.,1183566984,4.0,4.0,3.5,BeerZack,Witbier,4.0,4.0,Sterkens White Ale,4.7,628
403,"Pyramid Breweries, Inc.",1210294834,3.0,3.5,2.5,jar2574,American Pale Wheat Ale,2.5,2.5,Haywire Hefeweizen,5.2,1237
898,Heavy Seas Beer,1232242366,3.5,4.0,4.0,clayrock81,Weizenbock,4.0,3.5,Heavy Seas - Hang Ten (Weizen Doppelbock),10.0,37323
1549,Goose Island Beer Co.,1298241357,4.0,3.0,4.0,Flipadelphia84,Rye Beer,3.0,3.5,Mild Winter,5.6,44377
1489,Královský Pivovar Krušovice a.s.,1160169291,4.0,4.0,4.0,VelvetMonkey,Czech Pilsener,3.5,3.5,Krušovice Imperial,5.0,12475
147,Stone Brewing Co.,1218757367,4.5,4.0,4.0,northyorksammy,American Double / Imperial Stout,3.5,4.0,Stone 12th Anniversary Bitter Chocolate Oatmeal Stout,9.2,43491
192,New Belgium Brewing,1324625009,2.5,2.5,3.5,marshrat63,American Black Ale,2.5,2.5,Snow Day Winter Ale,6.2,74123
10099,Dogfish Head Brewery,1298333223,4.5,4.5,4.0,Dave128,American Brown Ale,4.0,4.0,Indian Brown Ale,7.2,1161
140,Sierra Nevada Brewing Co.,1243019486,4.0,3.5,3.5,Overlord,Czech Pilsener,4.0,3.5,Sierra Nevada Summerfest Lager,5.0,3558
9790,The Duck-Rabbit Craft Brewery,1179760662,4.5,4.0,4.5,Mebuzzard,Russian Imperial Stout,4.5,4.0,Duck-Rabbit Rabid Duck,10.0,27249
113,Samuel Smith Old Brewery (Tadcaster),1289947856,4.0,3.0,3.5,Mit,Winter Warmer,3.5,4.0,Samuel Smith's Winter Welcome Ale,6.0,577
132,Rogue Ales,1080433966,3.5,3.5,3.0,bieristgut,Smoked Beer,3.0,4.0,Smoke Ale,6.0,357
132,Rogue Ales,1170512045,4.5,4.5,4.5,Stimack,Oatmeal Stout,4.5,5.0,Shakespeare Oatmeal Stout,6.1,56973
29,Anheuser-Busch,1109719659,2.5,2.0,2.5,rhoadsrage,Light Lager,2.0,2.0,Michelob Ultra,4.2,3734
401,Baltika Breweries,1234836361,3.5,3.5,3.0,fitzy84,Euro Pale Lager,3.5,4.0,Baltika #5 Gold,5.3,4699
610,Bear Republic Brewing Co.,1236216376,4.5,5.0,4.5,Gilgemesh,American IPA,5.0,4.0,Racer 5 India Pale Ale,7.0,2751
3818,Southern Tier Brewing Company,1224288909,4.5,4.5,4.0,deereless,Hefeweizen,4.5,4.5,Heavy Weizen (Imperial Unfiltered Wheat Ale),8.0,32926
140,Sierra Nevada Brewing Co.,1260901626,5.0,4.5,4.5,anthony914,Hefeweizen,4.5,5.0,Sierra Nevada Kellerweis Hefeweizen,4.8,48434
396,AleSmith Brewing Company,1248320183,4.5,5.0,4.5,projectflam86,American Double / Imperial IPA,4.0,4.5,YuleSmith (Summer),8.5,7284
1483,Springfield Brewing Company,1241891057,3.5,3.5,4.0,naterock,American Wild Ale,3.5,3.5,Mueller Barrel Reserve - 10th Anniversary Edition,7.5,42089
898,Heavy Seas Beer,1255814882,3.5,3.0,3.0,lackenhauser,Märzen / Oktoberfest,3.5,3.5,Heavy Seas - Prosit!,9.0,51857
10097,Harpoon Brewery,1156480535,4.5,3.5,4.0,mynie,American IPA,4.0,4.0,Harpoon IPA,5.9,311
15435,Beau's All Natural Brewing Company,1315073723,3.5,4.0,4.0,CanuckRover,Dunkelweizen,3.0,3.5,Dunkel Buck,6.8,72633
915,New Zealand Breweries Limited,1192503252,2.5,1.5,3.0,ReebShorts,Euro Pale Lager,3.5,2.0,Steinlager,5.0,2945
10099,Dogfish Head Brewery,1291095675,3.5,4.0,4.5,GoSpeedGo108,Russian Imperial Stout,5.0,4.5,Miles Davis' Bitches Brew,9.0,59151
141,Smuttynose Brewing Company,1325031637,3.0,3.0,3.5,bluejacket74,Belgian IPA,3.5,2.5,Smuttynose Homunculus (Big Beer Series),9.9,35225
590,New Glarus Brewing Company,1237957209,4.5,5.0,4.5,ZAP,Hefeweizen,4.5,4.5,Crack'd Wheat,5.95,47539
811,Highland Brewing,1291819307,4.0,4.0,3.5,TheKingofWichita,English Bitter,4.0,3.5,Highland Black Mountain Bitter,4.0,46676
200,Mendocino Brewing Company,1176083045,4.0,3.5,4.5,CpnYates,American IPA,3.5,4.0,White Hawk Original IPA,7.0,4970
22,Unibroue,1128391797,4.0,4.0,4.0,sabrills70,Witbier,3.5,4.0,Blanche De Chambly,5.0,31
6994,Alexander Keith's,1312153392,3.0,3.0,3.0,Zorro,American Pale Ale (APA),3.0,2.5,Alexander Keith's Nova Scotia Style Pale Ale,5.4,68370
1111,Martha's Vineyard Ales,1045227616,4.0,4.0,5.0,scottum,Foreign / Export Stout,5.0,2.5,Martha's Vineyard Extra Stout,,3266
1416,Uinta Brewing Company,1203335388,4.0,4.5,4.0,DIM,American Barleywine,4.5,4.0,Anniversary Barley Wine,10.4,3840
22,Unibroue,1229473882,4.0,4.5,4.0,WalrusJockey,Belgian Strong Dark Ale,4.0,4.5,Unibroue 17,10.0,40968
5439,Ram Restaurant & Brewery,1159313536,3.5,3.0,3.5,woodychandler,American IPA,3.0,3.5,Big Red IPA,6.0,32945
63,Deschutes Brewery,1060388741,4.0,3.5,4.0,beerguy101,German Pilsener,4.0,4.5,Pine Mountain Pils,5.1,1028
16866,The Bruery,1308449928,3.0,4.0,3.0,GradyS1,Gose,3.5,3.5,Provisions Series: Salt Of The Earth,5.0,66677
454,Arcadia Brewing Company,1236915823,2.5,3.5,2.5,PEBKAC,American Double / Imperial IPA,3.5,3.0,Arcadia HopMouth Double IPA,8.1,27286
73,Great Lakes Brewing Company,1243039908,4.0,4.5,4.0,paco1029384756,Weizenbock,4.5,4.0,Great Lakes Glockenspiel Weizenbock,8.0,19796
898,Heavy Seas Beer,1181593035,2.5,3.0,3.0,Rudgers73,Extra Special / Strong Bitter (ESB),2.5,3.0,"Heavy Seas - Winter Storm (""Category 5"" Ale)",7.5,15989
2137,Breckenridge Brewery,1133032994,3.0,4.0,3.5,BEERchitect,Oatmeal Stout,3.0,3.0,Oatmeal Stout,4.95,2354
694,Tröegs Brewing Company,1282348351,4.5,4.0,4.5,krisandajt,Milk / Sweet Stout,4.5,4.0,Scratch Beer 27 - 2010 (Cocaoabunga),6.7,56032
10099,Dogfish Head Brewery,1196037081,4.5,4.5,4.0,baos,American Brown Ale,4.5,4.5,Indian Brown Ale,7.2,1161
158,Great Divide Brewing Company,1287019981,4.5,4.0,4.0,NODAK,Belgian IPA,3.5,4.0,Belgica,7.2,49436
321,Brasserie d'Achouffe,1165975234,4.0,4.0,4.0,dirtylou,Belgian Strong Pale Ale,4.0,4.0,La Chouffe,8.0,1836
10099,Dogfish Head Brewery,1256337223,4.0,4.0,3.5,squirrelpirate,Pumpkin Ale,4.0,4.5,Punkin Ale,7.0,6260
147,Stone Brewing Co.,1248906041,3.5,4.5,4.0,hooliganlife,American Amber / Red Ale,4.0,3.5,Stone Levitation Ale,4.4,6301
35,Boston Beer Company (Samuel Adams),1242601729,4.0,4.0,4.0,jctribe25,Bock,4.0,4.5,LongShot Traditional Bock,6.8,46923
2943,Otto's Pub and Brewery,1317603746,4.0,4.0,4.5,robwestcott,Russian Imperial Stout,3.5,4.0,Jolly Roger Imperial Stout,9.0,31222
22,Unibroue,1174267177,4.5,4.5,4.5,Wildman,Belgian Strong Pale Ale,4.5,4.5,Unibroue 15,10.0,28385
18003,Microbrasserie Le Naufrageur,1294108900,4.5,4.0,3.5,ZorPrime,Irish Dry Stout,4.0,4.5,St-Barnabé,5.2,62986
18371,Pretty Things Beer & Ale Project,1238639591,4.0,4.0,4.0,vrazionale,Saison / Farmhouse Ale,4.0,4.0,Jack D'or,6.4,46290
35,Boston Beer Company (Samuel Adams),1184898396,4.0,3.0,4.0,PSUguru,Schwarzbier,4.5,4.5,Samuel Adams Black Lager,4.9,21300
68,Flying Dog Brewery,1255739998,4.0,4.0,4.5,Brad007,Winter Warmer,4.5,4.0,K-9 Cruiser Winter Ale,7.4,732
287,"Bell's Brewery, Inc.",1273714236,4.5,4.0,4.0,urwithdave,American Stout,4.5,4.0,Bell's Kalamazoo Stout,6.0,1117
418,Left Hand Brewing Company,1256691859,4.0,3.5,4.0,pwoods,Russian Imperial Stout,2.0,4.0,Left Hand Imperial Stout,10.4,2654
323,Harviestoun Brewery Ltd.,1252870719,4.5,4.5,5.0,manwich,English Porter,5.0,5.0,Old Engine Oil,6.0,875
158,Great Divide Brewing Company,1243563294,3.0,4.0,4.0,Sean9689,American Barleywine,4.0,3.5,Old Ruffian Barley Wine,10.2,20931
932,Hale's Ales Brewery & Pub,1113436002,4.0,4.0,4.0,BuckeyeNation,Hefeweizen,4.0,4.0,El Jefe Weizen Ale,4.5,22490
24,Traquair House Brewery Lld,1179208943,4.0,3.5,4.0,henrysunset,Scotch Ale / Wee Heavy,4.5,4.5,Traquair Jacobite,8.0,652
4,Allagash Brewing Company,1108519969,5.0,4.0,4.5,BierManVA,Dubbel,5.0,5.0,Allagash Dubbel Ale,7.0,10
689,Two Brothers Brewing Company,1303513227,4.5,4.0,5.0,sirdillon,Rye Beer,4.5,4.5,Cane & Ebel,7.0,30502
1199,Founders Brewing Company,1148518103,5.0,5.0,4.5,stoned2,American Double / Imperial Stout,5.0,5.0,Founders KBS (Kentucky Breakfast Stout),11.2,19960
4,Allagash Brewing Company,1210307525,4.0,4.5,3.5,Slynger,Tripel,3.5,4.5,Allagash Tripel Ale,9.0,448
450,Yards Brewing Co.,1099171287,4.0,4.0,4.0,Gavage,American Pale Ale (APA),4.0,4.0,Philadelphia Pale Ale,4.3,3714
1114,Bullfrog Brewery,1258382770,4.0,4.0,3.5,Deuane,American Amber / Red Ale,4.0,4.0,Inspiration Red,5.6,34931
42,Brewery Ommegang,1273774159,4.5,4.5,4.5,berpwillie,Quadrupel (Quad),4.5,4.5,Three Philosophers Belgian Style Blend (Quadrupel),9.8,3457
337,Saint Arnold Brewing Company,1145753874,4.0,3.5,4.0,shererjt,Bock,3.0,3.5,Saint Arnold Spring Bock,6.4,1070
63,Deschutes Brewery,1227279408,4.0,3.5,3.5,Haybeerman,American IPA,4.5,4.0,Inversion IPA,6.8,29209
140,Sierra Nevada Brewing Co.,1286071960,4.5,4.0,4.0,beergod1,American Stout,4.0,4.5,Sierra Nevada Stout,5.8,283
3818,Southern Tier Brewing Company,1256681564,4.0,4.5,4.0,Docer,American Double / Imperial Stout,4.0,4.0,Creme Brulee (Imperial Milk Stout),9.6,43687
13884,Peak Organic Brewing Company,1233103736,4.5,4.0,4.0,adamks,American Amber / Red Ale,4.0,3.5,Peak Organic Espresso Amber Ale,6.8,45629
10099,Dogfish Head Brewery,1232317943,4.0,4.0,4.0,midaszero,Belgian Strong Dark Ale,4.0,4.0,Raison D'etre,8.0,1180
96,Magic Hat Brewing Company,1119660538,4.5,4.0,4.5,DERTY1,Irish Red Ale,4.5,4.0,Humble Patience,4.6,1387
354,Carolina Beer Company,1188175268,3.5,3.5,4.0,burnstar,American IPA,3.5,3.0,Cottonwood Endo India Pale Ale,5.9,5049
192,New Belgium Brewing,1229649213,4.0,3.5,4.0,KickInTheChalice,American Amber / Red Ale,4.5,3.5,Fat Tire Amber Ale,5.2,607
76,Hacker-Pschorr Bräu GmbH,1145233292,4.0,3.0,4.0,Viggo,Munich Helles Lager,4.0,3.5,Hacker-Pschorr Edelhell,5.5,9603
267,Odell Brewing Company,1291512487,4.0,3.0,4.0,kevinconroy,Winter Warmer,3.0,3.0,Odell Isolation Ale,6.0,741
132,Rogue Ales,1080162874,4.5,5.0,5.0,99bottles,Russian Imperial Stout,5.0,5.0,Imperial Stout,11.0,356
695,Manayunk Brewery and Restaurant,1124985516,4.0,3.5,3.5,weeare138,Fruit / Vegetable Beer,4.0,3.5,Schuylkill Punch,6.7,2226
738,Brasserie Fantôme,1321936198,4.5,4.0,5.0,beerhan,Saison / Farmhouse Ale,4.5,4.0,Fantôme Magic Ghost,8.0,68026
18134,Redhook Ale Brewery,1267127936,2.0,2.0,3.0,alysmith4,Extra Special / Strong Bitter (ESB),3.0,2.0,Redhook ESB,5.77,1119
140,Sierra Nevada Brewing Co.,1140448135,4.0,3.5,4.0,sopor,American Porter,4.0,4.0,Sierra Nevada Porter,5.6,279
29,Anheuser-Busch,1055249954,4.0,2.5,3.0,hoped,American Adjunct Lager,3.0,3.0,Budweiser,5.0,65
199,Ballast Point Brewing Company,1303665290,4.5,4.0,5.0,liamt07,American IPA,4.0,4.5,Sculpin India Pale Ale,7.0,29619
1114,Bullfrog Brewery,1285791701,3.0,4.0,4.0,Huhzubendah,Belgian Strong Pale Ale,3.5,4.0,El Diablo,7.4,55790
418,Left Hand Brewing Company,1321743641,4.0,3.5,4.0,damndirtyape,English Porter,3.5,4.0,Black Jack Porter,6.4,1251
395,Bluegrass Brewing Co. - East St. Matthew's,1138717220,3.5,3.5,4.0,Brent,English Brown Ale,3.0,3.5,Nut Brown Ale,4.9,7324
7282,Brauerei Hofstetten Krammer GmbH & Co. KG,1302920934,4.5,4.5,2.0,MrOH,Maibock / Helles Bock,4.5,4.5,Saphir Bock,7.4,65548
553,Bierbrouwerij Sint Christoffel B.V,1093300473,4.5,4.5,4.5,Sigmund,Munich Dunkel Lager,4.0,4.0,Christoffel Robertus,6.0,2007
72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1179348977,4.5,5.0,4.5,Monkeyknife,Weizenbock,4.0,5.0,Schneider Aventinus,8.2,224
3818,Southern Tier Brewing Company,1253706876,4.0,4.0,4.0,Daniellobo,American Double / Imperial IPA,4.0,4.5,Unearthly (Imperial India Pale Ale),9.5,28577
9969,Rahr & Sons Brewing Company,1278787724,3.5,3.0,3.0,MrHungryMonkey,American IPA,3.5,4.0,Stormcloud IPA,6.0,35790
3900,Kaltenberg International / König Ludwig International GmbH & Co.KG,1062450267,3.5,3.5,4.0,Quaffer,Hefeweizen,4.0,3.0,König Ludwig Weiss (Royal Bavarian Hefe-Weizen),5.5,4847
83,Brouwerij van Hoegaarden,1151623256,4.0,3.5,4.0,jettjon,Witbier,3.5,3.5,Hoegaarden Original White Ale,4.9,248
2210,Firestone Walker Brewing Co.,1312055622,4.5,3.5,4.0,jgasparine,English Pale Ale,4.0,4.0,Double Barrel Ale,5.0,5653
8325,Cape Ann Brewing Company,1191708716,4.5,4.0,3.5,heyyins09,Pumpkin Ale,4.5,4.5,Fisherman's Pumpkin Stout,7.0,33205
16991,All Stars Bakery,1319596166,4.0,3.5,5.0,wordemupg,Kvass,4.0,3.5,Kvas,0.5,42484
147,Stone Brewing Co.,1135036934,4.0,4.5,3.5,SkeeterHawk,American IPA,4.0,4.0,Stone IPA (India Pale Ale),6.9,88
784,Tyranena Brewing Company,1161705665,4.0,4.0,4.0,hanco005,American Brown Ale,4.0,4.0,Rocky's Revenge Bourbon Brown,6.0,20728
287,"Bell's Brewery, Inc.",1301374804,4.0,3.5,4.0,Brenden,American Stout,4.0,3.5,Bell's Rye Stout,6.7,2009
19190,Rust Belt Brewing Company,1305463266,2.5,3.0,4.0,IronCitySteve,Irish Red Ale,2.5,2.5,Rusted River Irish Red Ale,5.5,51686
3818,Southern Tier Brewing Company,1154729943,3.0,3.5,2.5,AlexJ,Tripel,3.0,3.0,Tripel,9.0,20741
1199,Founders Brewing Company,1151584052,3.5,4.0,4.0,irishmoss,Old Ale,4.5,4.0,Founders Curmudgeon (Old Ale),9.8,24905
147,Stone Brewing Co.,1322443277,3.5,3.0,5.0,OStrungT,Pumpkin Ale,3.0,3.0,The Bruery / Elysian / Stone La Citrueille Celeste De Citracado,5.0,74272
710,Jacob Leinenkugel Brewing Company,1160145815,1.0,2.0,2.0,WVbeergeek,Märzen / Oktoberfest,1.5,1.5,Leinenkugel's Oktoberfest,5.1,5757
15711,HaandBryggeriet,1241926910,3.5,4.5,4.0,spratmi,Russian Imperial Stout,4.0,4.0,Dark Force,8.5,37298
45,Brooklyn Brewery,1223255557,3.5,4.0,4.0,fank2788,Pumpkin Ale,3.5,4.0,Post Road Pumpkin Ale,5.0,74
1141,Brasserie Dieu Du Ciel,1291335897,4.0,5.0,4.0,dogfishandi,American Double / Imperial Stout,4.5,4.5,Péché Mortel (Imperial Stout Au Cafe),9.5,10325
10097,Harpoon Brewery,1229484937,4.0,4.0,4.0,Freshie,Baltic Porter,4.0,4.5,Harpoon Leviathan - Baltic Porter,9.5,45934
19544,Fat Heads Brewery & Saloon,1311023664,3.0,3.5,4.0,Hojaminbag,American Pale Wheat Ale,3.5,3.0,Jungle Juice,5.4,71168
12985,Laughing Dog Brewing,1229397322,4.0,4.0,4.5,erikm25,American Double / Imperial Stout,4.0,4.5,The Dogfather,11.0,45777
1075,Caldera Brewing Company,1268007672,3.5,4.0,4.0,jlindros,American IPA,4.0,4.0,Caldera IPA,6.1,10784
119,Otter Creek Brewing / Wolaver's,1300607573,4.0,4.0,4.5,nathanmiller,American Pale Wheat Ale,3.5,4.5,Wolaver's Wildflower Wheat,4.25,66899
2372,Terrapin Beer Company,1269827179,3.5,4.0,2.5,farrago,American Porter,3.5,3.0,Terrapin Dos Cocoas Chocolate Porter,5.8,46840
447,Pabst Brewing Company,1276378061,4.0,3.0,3.5,RonaldTheriot,American Pale Ale (APA),3.5,4.0,Ballantine XXX Ale,4.85,876
22,Unibroue,1231110525,4.0,3.5,3.5,Tucquan,Tripel,4.0,4.0,La Fin Du Monde,9.0,34
147,Stone Brewing Co.,1267760359,4.0,4.0,4.5,Spineypanda,American Barleywine,4.0,4.5,Stone Old Guardian Barley Wine Style Ale 2010,11.1,56068
4884,Privatbrauerei Schwelm,1144626112,4.0,4.0,3.0,soulgrowl,Altbier,2.5,4.0,Schwelmer Alt,4.2,10414
113,Samuel Smith Old Brewery (Tadcaster),1207875838,4.0,3.5,4.0,Brad007,Euro Pale Lager,3.5,4.0,Samuel Smith's Organically Produced Lager Beer,5.0,778
3062,Amos Howard's Brew Pub,1185682272,4.5,4.0,4.0,russpowell,Weizenbock,4.5,4.0,Weizen Bock,8.0,37953
18149,The Lost Abbey,1225822490,4.5,5.0,4.5,hopdog,American Wild Ale,5.0,4.5,Cable Car,7.0,38149
1432,Jackie O's Pub & Brewery,1314402591,4.0,4.0,4.0,brew3crew,Belgian Pale Ale,4.0,4.0,Shade Abbey Single,5.0,68724
42,Brewery Ommegang,1083289936,4.0,4.0,4.5,moki,Belgian Pale Ale,3.5,4.0,Rare Vos (Amber Ale),6.5,593
63,Deschutes Brewery,1260729276,4.0,5.0,4.0,mmager,American Porter,4.5,4.5,Black Butte XXI,11.0,50846
26,Three Floyds Brewing Co. & Brewpub,1304289216,5.0,4.5,4.0,Chaney,Russian Imperial Stout,5.0,5.0,Dark Lord Imperial Stout,15.0,7520
113,Samuel Smith Old Brewery (Tadcaster),1167264282,4.0,4.0,4.0,Grundle20,Oatmeal Stout,4.5,4.5,Samuel Smith's Oatmeal Stout,5.0,571
10099,Dogfish Head Brewery,1236287540,4.0,3.5,4.0,mempath,American IPA,3.5,4.5,ApriHop,7.0,3951
187,Brouwerij Lindemans,1294121404,3.0,4.0,4.0,schlimenhaumer,Lambic - Fruit,4.0,3.5,Lindemans Cassis,4.0,601
158,Great Divide Brewing Company,1287618236,4.5,4.0,5.0,garuda,American IPA,5.0,4.0,Rumble IPA,7.1,60832
339,Flying Fish Brewing Company,1268682126,4.5,5.0,4.5,Seanibus,American Double / Imperial IPA,4.0,5.0,Exit 16,8.2,56716
76,Hacker-Pschorr Bräu GmbH,1022182581,4.0,4.5,4.5,psugrad98,Märzen / Oktoberfest,4.0,4.0,Hacker-Pschorr Oktoberfest-Märzen,5.8,234
161,Florida Beer Company,1091063346,3.5,3.5,4.0,OldFrothingSlosh,English Porter,3.5,3.5,Ybor Gold Gaspars Porter,5.2,16604
147,Stone Brewing Co.,1286566574,4.0,4.5,4.5,jampics2,American Pale Ale (APA),3.0,3.5,San Diego County Session Ale,4.2,60842
5318,Port Brewing Company / Pizza Port,1250263821,3.5,4.5,4.5,rayjay,American Double / Imperial IPA,4.0,3.0,3rd Anniversary Double IPA,10.0,49715
181,George Gale & Company Ltd,1216272929,4.0,5.0,2.0,russpowell,Old Ale,4.5,4.0,Gale's Prize Old Ale,9.0,3732
106,JOS. Schlitz Brewing Co. (Pabst),1303631935,3.5,3.0,3.0,ElCommodoro,American Adjunct Lager,3.0,3.5,Schlitz Gusto (Classic 1960's Formula),4.7,44315
3912,Cameron's Brewing Co.,1321935620,4.0,3.5,2.0,ChrisCage,American Pale Lager,3.5,4.0,Lager,5.0,9508
302,Genesee Brewing Co. / Dundee Brewing Co.,1309481408,3.5,3.5,4.0,emerge077,American Pale Wheat Ale,3.0,3.5,Dundee Summer Wheat Beer,4.5,69712
1416,Uinta Brewing Company,1287438905,4.0,4.5,4.0,zeff80,American Double / Imperial Stout,4.0,4.5,Labyrinth Black Ale,13.2,58811
72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1135321970,4.5,4.0,4.5,bennetj17,Weizenbock,4.5,4.5,Schneider Aventinus,8.2,224
261,Cisco Brewers Inc.,1307308014,4.0,3.5,3.5,DrJay,Light Lager,3.5,4.0,Sankaty Light,3.8,23628
23980,Yuengling Brewery ,1324341124,3.5,3.0,3.5,jifigz,American Porter,3.5,3.5,Yuengling Porter (Dark Brewed),4.7,921
321,Brasserie d'Achouffe,1167590127,4.0,4.5,4.0,JayQue,Belgian Strong Dark Ale,4.0,4.0,McChouffe,8.0,1581
19213,Blue Hills Brewery,1274643418,3.5,3.5,4.5,smcolw,Irish Red Ale,3.5,3.5,Red Baron Ale,5.0,50242
28,Anchor Brewing Company,1230166129,5.0,4.5,4.0,mjurney,American Pale Ale (APA),5.0,5.0,Anchor Liberty Ale,6.0,665
174,Latrobe Brewing Co.,1278649733,4.0,3.0,3.0,Mit,American Adjunct Lager,3.0,3.5,Rolling Rock Extra Pale,4.6,567
220,Lagunitas Brewing Company,1250798886,3.5,3.5,4.5,UDbeernut,American Strong Ale,4.0,4.5,Lagunitas Imperial Red Ale,7.5,22387
